M40[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],M41[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485]
0.0821259,0.0488927,0.0291643,0.0507197,0.0627529,0.0853729,0.0850654,0.054162,0.0541565,0.050966,0.0467814,0.038379,0.0686377,0.0635089,0.0442542,0.0421998,0.0722258,0.0675975,0.063421,0.060455,0.0552209,0.0527172,0.0641966,0.0264256,0.0490571,0.0549194,0.0524239,0.0373955,0.059433,0.0758699,0.0519803,0.0651598,0.04299,0.0759385,0.0358913,0.0460166
0.0742597,0.0379862,0.0511209,0.0451997,0.0669169,0.101736,0.0320604,0.0306761,0.0455512,0.0289835,0.052357,0.0328317,0.0344068,0.0620083,0.036192,0.0511315,0.0692903,0.0519036,0.041253,0.0506587,0.0470478,0.0527102,0.0260916,0.042699,0,0.0396375,0.0362396,0.0272687,0.0444497,0.0481155,0.0355371,0.0557346,0.0190717,0.0393456,0.00966887,0.0311448
0.0626921,0.0428024,0.0443921,0.0281286,0.0491862,0.0567914,0.0442352,0.0429035,0.039619,0.0367827,0.0227736,0.0247244,0.0380205,0.0673319,0.0510223,0.0357855,0.0675278,0.0427503,0.0481343,0.0608058,0.0333874,0.0467559,0.0476685,0.0398091,0.036567,0.0205782,0.0349729,0.0361962,0.0184005,0.046538,0.036498,0.0508347,0.0502617,0.035639,0.0325828,0.0253453
0.0856235,0.0258982,0.0285696,0.0127139,0.0394,0.0610708,0.0467222,0.0317837,0.0401373,0.0272587,0.0199203,0.0284048,0.0544379,0.0510126,0.0349787,0.0411154,0.0577848,0.0445276,0.0630827,0.0392263,0.0387242,0.0167253,0.0596514,0.045568,0.0325564,0.0313827,0.0234899,0.0276173,0.0338727,0.056053,0.0339237,0.0452614,0.0400812,0.0417955,0.0356605,0.0251824
0.0706714,0.05076,0.0218785,0.0147991,0.0300181,0.0605743,0.0590565,0.0338234,0.0639529,0.0354322,0.0209729,0.0333144,0.0262224,0.0736536,0.0265449,0.0525843,0.0555477,0.0570572,0.0585924,0.0502766,0.0423947,0.0379312,0.0695502,0.0430759,0.0214482,0.0183918,0.0295636,0.0532996,0.0527979,0.0544315,0.0252831,0.0658836,0.0487236,0.0256916,0.046709,0.0234887
0.0591431,0.0459982,0.0449284,0.0176114,0.0365177,0.0617285,0.0655657,0.0336532,0.0398105,0.0174046,0.0336697,0.0167965,0.045655,0.0571914,0.0449614,0.0526035,0.0617454,0.03523,0.0534658,0.0375637,0.0316337,0.0606297,0.0400132,0.041405,0.0202323,0.0502832,0.0290904,0.0415348,0.0361404,0.0770923,0.0258261,0.0581001,0.0499935,0.0430364,0.0302867,0.0246296
0.0600045,0.0354916,0.0461326,0.0572021,0.0459158,0.070319,0.0496035,0.0233375,0.0426616,0.0292475,0.0285703,0.0170027,0.0500441,0.0470091,0.0262441,0.0447892,0.0639359,0.0510455,0.0467239,0.0484221,0.0328571,0.0491387,0.0258463,0.0323024,0.0301519,0.0141303,0.0512086,0.0405887,0.0401998,0.0479801,0.0261456,0.0380418,0.0514002,0.0339492,0.0296852,0.0303561
0.0657531,0.0200426,0.0254679,0.0355358,0.0283563,0.0691745,0.0429538,0.0410556,0.0290167,0.0256281,0.0343954,0.036273,0.0166508,0.0482544,0.0336662,0.0453875,0.0531744,0.0516369,0.0561839,0.0574973,0.0462223,0.0735989,0.0561747,0.0431657,0.0504752,0.0483197,0.0625135,0.0325362,0.0470013,0.0789423,0.0318148,0.0688364,0.0622255,0.0414877,0.0296201,0.049891
0.067715,0.0428522,0.0257483,0.0370147,0.0351889,0.0735449,0.0429176,0.0361275,0.05097,0.0457044,0.027691,0.0251204,0.0481934,0.0343599,0.0406563,0.0533513,0.0587224,0.0696282,0.0684418,0.0726898,0.0708696,0.0470194,0.0611361,0.0380738,0.0567169,0.0553036,0.0473475,0.0375137,0.0496684,0.0696403,0.0379571,0.0752307,0.0358695,0.0391274,0.0326834,0.0421251
0.0571192,0.0237811,0.0317877,0.0263106,0.0516477,0.0580858,0.0749628,0.0244825,0.0445271,0.0314776,0.0430525,0.0307022,0.0420305,0.0420803,0.0351826,0.047583,0.0678608,0.065402,0.0578124,0.0469561,0.0436459,0.055466,0.0151999,0.0344418,0.0311158,0.0266558,0.0407148,0.0349688,0.0392126,0.0567323,0.0323472,0.0661347,0.0422182,0.0413295,0.0559284,0.042936
0.0606435,0.00698303,0.0328626,0.0498045,0.0380882,0.0656539,0.0380653,0.0404883,0.0423363,0.0230408,0.0469922,0.0312821,0.036378,0.0543875,0.0279058,0.0492519,0.0705532,0.0645238,0.0423216,0.0354139,0.0370156,0.0431208,0.0314068,0.0203219,0.0378608,0.0349303,0,0.0317114,0.0208596,0.0528547,0.0400609,0.0449165,0.0561341,0.0473645,0.0236296,0.0175892
0.053428,0.0389921,0.0271482,0.025241,0.0421895,0.0676998,0.0238788,0.0388971,0.0564397,0.0539961,0.0399018,0.0310706,0.0444556,0.063625,0.036525,0.038584,0.0669897,0.05782,0.0415175,0.0335642,0.0307268,0.0232538,0.0418692,0.031734,0.0252757,0.021483,0.0109685,0.0347675,0.0442023,0.0467754,0.00375134,0.0419927,0.0239063,0.0154067,0.0158183,0.0155366
0.0569981,0.0171847,0.0297512,0.0297257,0.0294636,0.0699294,0.0262665,0.0295081,0.0322748,0.0194517,0.00803107,0.033289,0.0201502,0.061315,0.011428,0.0356089,0.068154,0.0496052,0.061695,0.0535567,0.0463279,0.053819,0.0556904,0.0471227,0.0306884,0.0451172,0.0383289,0.0541031,0.0528612,0.0665372,0.026493,0.0673206,0.0677732,0.0629528,0.0429487,0.0316298
0.0612349,0.0386894,0.0249715,0.00773747,0.0667468,0.0760873,0.0568843,0.0208191,0.0279497,0.0382131,0.055132,0.0300212,0.0427783,0.059907,0.0431183,0.0638717,0.0710429,0.0559837,0.0411664,0.0410217,0.0294904,0.03707,0.0476811,0.0410706,0.0284943,0.0428789,0.0533866,0.0560363,0.0390946,0.0617479,0.0266462,0.0710078,0.0328113,0.0409223,0.0564785,0.0447338
0.0660165,0.062542,0.0645465,0.0584256,0.0620624,0.0904086,0.0628385,0.0683643,0.0450848,0.0596713,0.0490174,0.0478518,0.0638779,0.0485571,0.0759141,0.0587215,0.0835825,0.075221,0.0403984,0.0403951,0.0471289,0.0274627,0.0448276,0.0323478,0.0305861,0.0208658,0.00794971,0.0135932,0.0464916,0.0389407,0.0160576,0.0528002,0.0272879,0.0257543,0.0161588,0.00939448
0.0796845,0.0539448,0.0443225,0.0483827,0.0375234,0.0966509,0.0547824,0.0479914,0.0698247,0.0453892,0.0396989,0.0423259,0.0663687,0.0788264,0.0535198,0.0633729,0.0822334,0.0537261,0.0369409,0.0547089,0.0395976,0.0390132,0.0468477,0.0450652,0.0339983,0.0454389,0.0200689,0.041046,0.0465228,0.0582584,0.0251286,0.0486194,0.0384619,0.054978,0.0225631,0.0485086
0.0692381,0.0459643,0.0617318,0.0367086,0.0604658,0.0838814,0.0693444,0.0475513,0.0831627,0.0371133,0.0483615,0.0457225,0.0646229,0.083562,0.0482497,0.0550227,0.084848,0.0750303,0.0551585,0.0456802,0.0255553,0.0441595,0.0531752,0.0185118,0.0252317,0.0351694,0.0369898,0.0294392,0.0455183,0.0534215,0.0304464,0.0432504,0.031541,0.0315687,0,0.0257786
0.094472,0.0644135,0.0473879,0.0528209,0.0542033,0.0903213,0.0791886,0.0373057,0.056166,0.057426,0.0375661,0.0576276,0.0566678,0.0740933,0.0605856,0.0543061,0.0866915,0.0677546,0.0349401,0.0410113,0.0348528,0.0211547,0.0182751,0.0163455,0.0299106,0.033154,0.0334227,0.01395,0.0461602,0.0419618,0.0173622,0.0363175,0.0250293,0.041902,0.0178704,0.00675476
0.0479027,0.0550711,0.0429883,0.0625002,0.0689216,0.086896,0.0546629,0.0466748,0.0746116,0.0349883,0.0224701,0.0508218,0.0509033,0.0709237,0.055527,0.0479743,0.0835771,0.0598146,0.0738171,0.0625359,0.0704884,0.0686034,0.060689,0.0406995,0.0605588,0.0492366,0.048298,0.0762597,0.0567759,0.0908004,0.0524578,0.0782488,0.0578368,0.0667061,0.0567005,0.0515042
0.0563138,0.0517217,0.0617891,0.060311,0.0703675,0.0624472,0.0710195,0.0319807,0.0525107,0.0609213,0.0447535,0.0488784,0.0514422,0.0739687,0.0382263,0.0627189,0.0884985,0.0548767,0.0601114,0.0551635,0.0728572,0.0607347,0.0748859,0.0549747,0.05003,0.065086,0.0466447,0.0419926,0.0532671,0.0790815,0.0623957,0.0773928,0.0587072,0.0638534,0.0562577,0.0612208
0.0857249,0.0504934,0.0651981,0.0533237,0.0729736,0.0872146,0.0695241,0.0601565,0.0774404,0.0537962,0.0377751,0.0428235,0.0674717,0.0816972,0.0492456,0.064346,0.0730211,0.080046,0.063383,0.0495653,0.0661293,0.0529789,0.0745799,0.0526971,0.0700701,0.0518457,0.0355629,0.0687852,0.068455,0.0734001,0.05541,0.0640062,0.0535359,0.0677993,0.0606666,0.0562662
0.059598,0.0291664,0.0311167,0.0400503,0.0440128,0.0721419,0.0416122,0.020148,0.0451557,0.0344316,0.0194972,0.0356639,0.024529,0.0455157,0.0340344,0.035375,0.0630179,0.04362,0.0943557,0.0733325,0.0702564,0.0749156,0.0774947,0.081763,0.0682124,0.0574784,0.0703639,0.0689425,0.0828467,0.0982471,0.0518487,0.0986262,0.0674752,0.0769594,0.0713174,0.059798
0.0521594,0.0637577,0.0500426,0.0382693,0.051811,0.0785078,0.0675424,0.035888,0.0623008,0.0487266,0.0547581,0.0300395,0.0598908,0.0513815,0.0560638,0.0325828,0.0592579,0.0526937,0.0603996,0.0490996,0.0716359,0.0671921,0.0500212,0.0573592,0.0560908,0.0490069,0.0500986,0.056526,0.0616471,0.0749302,0.0431971,0.0823422,0.047657,0.0642772,0.0549793,0.0487746
0.0804884,0.0633572,0.0582417,0.0678602,0.0877836,0.098677,0.075336,0.0561281,0.0686196,0.0597752,0.0433425,0.0420024,0.0558771,0.0631982,0.0480598,0.0572109,0.0808689,0.0798681,0.0723138,0.0816864,0.0761982,0.0830131,0.0828949,0.0776066,0.078599,0.0654984,0.0646175,0.0658186,0.0826155,0.0844384,0.0560018,0.0966784,0.0658015,0.0798095,0.0614778,0.0640905
0.0783356,0.0509416,0.0685887,0.0464891,0.0680124,0.0863276,0.0581042,0.0583166,0.0452375,0.0343726,0.055776,0.0386546,0.0454758,0.0718549,0.0318009,0.0510886,0.0743613,0.074458,0.0775763,0.0749521,0.0746812,0.0866184,0.0758633,0.0613261,0.0613636,0.0728482,0.0859806,0.0683829,0.0765287,0.0918448,0.0686034,0.0862733,0.0693663,0.070146,0.0568553,0.0703114
0.0787433,0.0578024,0.064158,0.0629324,0.0530131,0.0784902,0.050342,0.0371382,0.0639104,0.0330027,0.035912,0.043743,0.0482676,0.0493577,0.0408239,0.0329125,0.0769633,0.0649479,0.0644123,0.0615744,0.0765953,0.0593217,0.0715778,0.0557896,0.0305329,0.0428733,0.0530589,0.0555274,0.0610626,0.0827665,0.0396167,0.0590585,0.0665224,0.0645702,0.0539577,0.0404925
0.0583998,0.0414093,0.0256927,0.0432431,0.0197093,0.07454,0.0489793,0.0245744,0.0397326,0.0346855,0.0137054,0.0189496,0.0461231,0.0532278,0.0132389,0.0356584,0.0551475,0.0517169,0.0711721,0.0424496,0.0625987,0.0633385,0.0561472,0.036103,0.0365544,0.0324183,0.0421645,0.0420934,0.0612718,0.0865329,0.0549838,0.0723646,0.0491831,0.0527693,0.061411,0.0513569
0.0732904,0.0405618,0.0656928,0.0284475,0.068893,0.0727616,0.0467672,0.0279852,0.063683,0.0348044,0.028319,0.0352412,0.0476771,0.0700424,0.0502696,0.0690529,0.0811389,0.0638121,0.0448663,0.0476204,0.0512295,0.0389704,0.0479865,0.0376692,0.0354929,0.0287664,0.0364882,0.045477,0.0547011,0.0600754,0.0277732,0.0462275,0.0386578,0.05352,0.0519942,0.0390745
0.0975874,0.0531812,0.0500036,0.0511741,0.0698213,0.0875528,0.071101,0.046578,0.0730613,0.046254,0.051879,0.0459808,0.0584257,0.0743354,0.0464223,0.0673137,0.075821,0.0838257,0.0378956,0.0284661,0.0309225,0.041832,0.0291578,0.0540304,0.0154178,0.036852,0.027638,0.0189605,0.0428154,0.0342337,0.0209812,0.0644043,0.0346587,0.0610364,0.0395798,0.0270888
0.0808775,0.0488382,0.0401441,0.0324116,0.0432324,0.0767095,0.0463064,0.0314826,0.0422744,0.0320388,0.0251232,0.0360726,0.0458201,0.0528986,0.0380236,0.0376401,0.0628392,0.058365,0.0579797,0.037097,0.0424036,0.0500643,0.0485559,0.0363995,0.0398281,0.052808,0.0463346,0.0372698,0.0440485,0.0530145,0.0238746,0.0435534,0.0368846,0.0442817,0.0548853,0.0460556
0.0551248,0.0386399,0.0334063,0.0353298,0.0395408,0.0722087,0.0619312,0.0277516,0.0434492,0.0531122,0.0468383,0.0392065,0.0551999,0.0456209,0.0414583,0.0450608,0.0486523,0.053323,0.0511654,0.0517051,0.0485984,0.0284627,0.0280785,0.031084,0.0270562,0.0349142,0.0302927,0.0349273,0.049045,0.0584433,0.0402817,0.054666,0.045522,0.0340887,0.0242841,0.0304145
0.0810699,0.0458421,0.0325475,0.0363275,0.0518069,0.0829978,0.0470022,0.0433369,0.0524581,0.0489665,0.0335084,0.0332198,0.0604732,0.0824872,0.0372189,0.0250122,0.0900522,0.0681447,0.0400984,0.0585389,0.0319941,0.0371485,0.034332,0.0282768,0.0379952,0.0410936,0.0219359,0.0276757,0.0329606,0.0588529,0.0158275,0.0539127,0.0228511,0.0320238,0.0354702,0.0330593
0.079391,0.0596315,0.0534579,0.0402742,0.051258,0.0764379,0.0691392,0.0301313,0.0494381,0.0421571,0.0392953,0.0298603,0.0577916,0.0733203,0.0410512,0.045046,0.0888399,0.0680984,0.0670019,0.0587126,0.0450435,0.0502367,0.0628457,0.0502268,0.0320413,0.046137,0.0500956,0.0564338,0.0409106,0.0615596,0.025742,0.0599649,0.0504667,0.0386842,0.0406819,0.030841
0.0567697,0.0296931,0.0470169,0.0271232,0.0369723,0.0707298,0.0482199,0.0170681,0.0419168,0.0447265,0.0280857,0.0288719,0.0300105,0.0523335,0.0415135,0.0420419,0.0531596,0.0649749,0.065831,0.0403562,0.0629766,0.0456004,0.0489268,0.0398089,0.0408386,0.0441262,0.0507139,0.056889,0.0448682,0.0763332,0.014578,0.0728632,0.0440403,0.0496542,0.0204039,0.0358918
0.0750245,0.0277343,0.0428199,0.0309014,0.0462521,0.088728,0.0374607,0.0455742,0.0420623,0.0296999,0.0470442,0.018193,0.0432416,0.074743,0.0448299,0.0496078,0.0663257,0.0570089,0.0389961,0.0335256,0.0446671,0.043389,0.0468262,0.0179534,0.0184152,0.0404924,0.0210048,0.0335357,0.0444603,0.0452685,0.0282289,0.0413318,0.0290061,0.0380699,0.0329924,0.0225073
0.0713077,0.0537865,0.0297431,0.0303633,0.0548657,0.0769543,0.0646627,0.0364438,0.0568143,0.0264318,0.0597734,0.0393141,0.0524312,0.0745861,0.0588311,0.0576013,0.072254,0.0763658,0.0711623,0.0366203,0.0467385,0.0450099,0.0469336,0.046352,0.0369093,0.0387417,0.0310138,0.0432748,0.0530373,0.0653422,0.0309974,0.0628517,0.0567889,0.0487071,0.0508733,0.0441359
0.0702591,0.0331211,0.0394917,0.0626094,0.0549624,0.0717533,0.0353771,0.035071,0.0452257,0.0206917,0.0318271,0.0286202,0.045233,0.0583952,0.029274,0.0293988,0.0801236,0.0589296,0.0449345,0.0474496,0.0486901,0.0609682,0.0643432,0.0445956,0.0400497,0.0379252,0.0311059,0.0305847,0.0422956,0.0569905,0.0223731,0.0606555,0.0398861,0.0341288,0.0281537,0.0400873
0.0634948,0.0309764,0.031897,0.0513579,0.0556538,0.0685937,0.0338052,0.0236235,0.0542388,0.0294661,0.0217109,0.0178867,0.0483424,0.0686046,0.035133,0.0450937,0.063316,0.067945,0.0424677,0.0325783,0.0438366,0.0532912,0.0482943,0.0420957,0.0383603,0.0256701,0.034256,0.0529247,0.0577662,0.073243,0.0405724,0.0609038,0.0433368,0.0406338,0.0512325,0.0250602
0.0758085,0.0487222,0.0428785,0.050573,0.0536737,0.0798006,0.0461491,0.0316202,0.0474113,0.0405016,0.0391666,0.0475705,0.0440155,0.079665,0.0480444,0.0369523,0.0798256,0.0524739,0.0356053,0.0519488,0.0468402,0.0596344,0.0521624,0.0306163,0.0432275,0.0425336,0.0344161,0.0467068,0.0559,0.060291,0.0462714,0.0550056,0.0366264,0.0639161,0.0370042,0.0331607
0.068831,0.0453049,0.0427949,0.0432689,0.04396,0.0756565,0.0571727,0.018609,0.0561979,0.0337798,0.0232218,0.0285138,0.0439945,0.0626426,0.0361212,0.045066,0.0684479,0.0618441,0.0577354,0.0657389,0.0483562,0.042209,0.0492625,0.0434412,0.0234884,0.0339556,0.0352253,0.0451644,0.0584855,0.0795551,0.0374117,0.0492639,0.0416909,0.0474163,0.0215565,0.0370798
0.0590215,0.0393767,0.0315576,0.0351065,0.0372391,0.0667303,0.0474645,0.0423636,0.0417375,0.031695,0.035997,0.0226961,0.0462758,0.0578194,0.0391917,0.021815,0.05524,0.051831,0.068433,0.0581798,0.0609588,0.0694097,0.041932,0.0500646,0.0380083,0.039665,0.0521769,0.042326,0.061735,0.0767077,0.0361844,0.0610982,0.0451652,0.0677995,0.0590716,0.0401376
0.0734169,0.0662721,0.0585255,0.0389271,0.054067,0.0817353,0.0742759,0.0374939,0.0533839,0.0436327,0.0522169,0.03799,0.0722371,0.0656012,0.0556499,0.0405453,0.0665067,0.0621869,0.0766664,0.058937,0.0568131,0.076994,0.0577713,0.0438989,0.0442617,0.043143,0.0613365,0.0693182,0.0671474,0.0722462,0.0575186,0.0787609,0.0468517,0.0712182,0.0537801,0.0394656
0.0673625,0.035082,0.0242849,0.0342429,0.0502731,0.0843576,0.0396802,0.0298295,0.0423161,0.0368277,0.0251625,0.0144401,0.0435259,0.0634275,0.0409666,0.0424112,0.086411,0.0648274,0.0574282,0.0689097,0.0451993,0.0652554,0.0812639,0.0448678,0.0476888,0.0450439,0.0398029,0.0544364,0.0600851,0.0902526,0.0462079,0.0717045,0.058999,0.0509708,0.0509122,0.0456179
0.0712737,0.06364,0.05728,0.0447569,0.0616759,0.0835377,0.0645903,0.0429518,0.0534743,0.0551913,0.0533654,0.0375631,0.0686733,0.0706966,0.0530624,0.0614565,0.0987038,0.072368,0.0631157,0.0456333,0.0530894,0.0552441,0.0654149,0.041914,0.0356022,0.0408205,0.0539658,0.0512025,0.0769775,0.0763784,0.0505146,0.0670403,0.056152,0.0480031,0.041212,0.0353916
0.0787199,0.0598555,0.0519437,0.0511778,0.0651774,0.0916883,0.0614129,0.0577489,0.0611897,0.0493607,0.052838,0.0511982,0.0618912,0.0707918,0.0601808,0.049408,0.0870528,0.0621255,0.0620015,0.0660848,0.0494,0.0743788,0.0570593,0.0468442,0.0360824,0.0550784,0.036101,0.0577977,0.0658181,0.0781537,0.053926,0.0747084,0.0456182,0.0520312,0.0589776,0.0548023
0.0679134,0.0361991,0.0448004,0.0306144,0.0424702,0.0766128,0.0478573,0.0373577,0.053238,0.0302539,0.0254928,0.0321782,0.0447119,0.051162,0.0266285,0.032117,0.0603014,0.0490448,0.055668,0.0638679,0.0465832,0.0679466,0.0592768,0.0420498,0.0329897,0.0397329,0.039209,0.0514347,0.0453385,0.0737055,0.0400306,0.0679778,0.0497305,0.0481629,0.0421554,0.0382517
0.0789471,0.0457823,0.0539599,0.0417816,0.0347553,0.079452,0.0542726,0.035305,0.0483084,0.0453517,0.0296371,0.0314381,0.0488353,0.0712879,0.0403191,0.0509881,0.0707823,0.0670335,0.0582137,0.060356,0.0608995,0.0582066,0.0664867,0.0582556,0.0410307,0.0437029,0.0316289,0.0493972,0.0712173,0.0846771,0.0478877,0.0713374,0.050895,0.0637952,0.0634717,0.0458244
0.0786744,0.0479935,0.0464896,0.0388074,0.0561196,0.0819833,0.0532051,0.0468256,0.0596464,0.0497568,0.0481216,0.0348323,0.0534502,0.0606413,0.0397429,0.0477053,0.0832554,0.0655555,0.0627024,0.0655937,0.0556841,0.065386,0.0618026,0.050706,0.048494,0.0582556,0.0461424,0.0641939,0.0779204,0.085588,0.0436496,0.0866665,0.0651067,0.0618858,0.0528332,0.0365021
0.0758111,0.0596554,0.0610888,0.0514796,0.0630372,0.0961005,0.0679065,0.0584516,0.0674304,0.0533192,0.0580132,0.0421512,0.0647241,0.0800646,0.0529922,0.0444663,0.0709917,0.0712559,0.0725358,0.0643782,0.0791436,0.0539971,0.0682248,0.0564765,0.0494195,0.0591335,0.0523707,0.0691298,0.0813155,0.0720193,0.0548315,0.0735255,0.0630879,0.0656926,0.0512849,0.0456812
0.0752465,0.0462287,0.0562515,0.0221385,0.0433901,0.0770625,0.048789,0.0277236,0.0626386,0.0466329,0.034111,0.0296626,0.050131,0.0582466,0.0333702,0.0403674,0.0728707,0.0567133,0.0687384,0.0707856,0.0641858,0.0591188,0.0633188,0.0572473,0.0564871,0.0559124,0.0596094,0.0513025,0.0797032,0.0812262,0.0540348,0.0778346,0.0624188,0.0683678,0.0530285,0.0544911
0.0731854,0.0561582,0.0452066,0.0462261,0.0538158,0.0747305,0.0642919,0.045079,0.049636,0.0443395,0.0358341,0.0358435,0.0456477,0.0563318,0.0467424,0.0495855,0.0743744,0.0658472,0.0643884,0.0756172,0.0744408,0.0728537,0.0719748,0.0722464,0.0636388,0.0526961,0.0641881,0.0801811,0.0756632,0.0989871,0.0613282,0.0790917,0.0699548,0.0756037,0.0640952,0.0605227
0.0797599,0.0610478,0.0530543,0.0439846,0.0664774,0.0990643,0.0691134,0.0573565,0.0606616,0.0563225,0.0406741,0.0464942,0.0546097,0.0751866,0.0475395,0.0486426,0.0860559,0.0621437,0.0693766,0.0813946,0.0657317,0.0798737,0.0864723,0.0724514,0.0578461,0.0620827,0.0719763,0.0764871,0.0811288,0.10178,0.0650766,0.0879425,0.0760578,0.0787908,0.0660007,0.0657222
0.0913757,0.0652975,0.0620282,0.0452925,0.0683781,0.102438,0.0665768,0.0460142,0.0720423,0.0506644,0.0513163,0.0459984,0.0637196,0.0747654,0.0610832,0.0593356,0.0874073,0.0745901,0.0768196,0.0776175,0.0706068,0.0746618,0.0738558,0.0716994,0.0600365,0.0697931,0.0705916,0.0769268,0.090362,0.0976674,0.0607518,0.0896152,0.0755719,0.0723637,0.061828,0.0612877
0.085701,0.0658455,0.0619423,0.0569553,0.0734566,0.100777,0.0603397,0.0554166,0.0677193,0.0594292,0.0573512,0.0481092,0.0646169,0.0834026,0.0559004,0.0561208,0.0848464,0.0710835,0.0775733,0.080646,0.0633996,0.0729774,0.0767064,0.0590241,0.0554826,0.0675891,0.0637668,0.0745726,0.0672346,0.0946385,0.0740855,0.0840509,0.0609693,0.0785055,0.0583577,0.0559055
0.0762552,0.0733861,0.0676352,0.0532525,0.0681931,0.0894717,0.0737549,0.050666,0.0704266,0.0542555,0.0509856,0.0464093,0.0636734,0.0714505,0.0503551,0.0492235,0.087752,0.0703484,0.0707762,0.0924872,0.0779542,0.0906105,0.0786349,0.0693111,0.0693945,0.0784417,0.0690157,0.0880717,0.0948715,0.104289,0.0664053,0.093405,0.0891337,0.0854796,0.0770264,0.0698132
0.0880196,0.0694494,0.0684719,0.055422,0.0658429,0.108884,0.0701178,0.0448294,0.0616012,0.0607744,0.049909,0.0419716,0.0671676,0.0716329,0.0621083,0.0500142,0.0800359,0.0718543,0.0882548,0.0933999,0.069777,0.0944111,0.0884816,0.0784122,0.0623372,0.0698798,0.0741681,0.0807326,0.0834477,0.108827,0.0770313,0.100112,0.0672602,0.084622,0.0684378,0.0684258
0.0959732,0.0774821,0.070556,0.0633722,0.076436,0.0998285,0.0652915,0.0499371,0.0711407,0.056605,0.0532348,0.0447951,0.0586886,0.0747027,0.059214,0.0536465,0.0891471,0.074454,0.0999125,0.0869836,0.0893905,0.0885727,0.0850653,0.0716288,0.0593387,0.07018,0.0768883,0.0803192,0.0941896,0.109014,0.0778191,0.10491,0.0807965,0.088931,0.0738669,0.0698561
0.106776,0.089479,0.0826192,0.063336,0.0927476,0.115895,0.0763761,0.0705987,0.0793674,0.0690312,0.0650158,0.0529615,0.0874354,0.0812157,0.0764777,0.0626669,0.0959236,0.0864419,0.0955272,0.0985579,0.0935844,0.107237,0.0990293,0.0829924,0.0772339,0.0824616,0.0743822,0.0924184,0.0970986,0.121318,0.0858866,0.109001,0.0814362,0.0849139,0.0753953,0.0771067
0.0962855,0.0787441,0.0825905,0.0714664,0.0783763,0.102967,0.0759649,0.0557535,0.0700868,0.059872,0.0572523,0.0392236,0.0669118,0.0735249,0.0554746,0.0614241,0.0896209,0.0772684,0.097202,0.098808,0.0942667,0.091401,0.095021,0.0868853,0.0829761,0.0812604,0.0769763,0.0931024,0.0977677,0.119935,0.088361,0.101916,0.0840802,0.0940293,0.0840606,0.0825459
0.0951068,0.0782401,0.0710308,0.066248,0.0804507,0.116459,0.0720163,0.0575566,0.0783284,0.0669099,0.0566275,0.0478955,0.0707531,0.0709277,0.049874,0.0588745,0.0837472,0.0839089,0.094932,0.0951207,0.0894145,0.102183,0.0967766,0.0852583,0.0765159,0.0760182,0.087406,0.0935676,0.104737,0.123328,0.0820502,0.0988091,0.0913122,0.0902705,0.0833107,0.0823117
0.0889601,0.0582779,0.0735821,0.0642731,0.072197,0.0987647,0.0721012,0.0544716,0.0708062,0.0559385,0.045713,0.0364593,0.0585776,0.0708912,0.0599382,0.0552504,0.0829669,0.0697925,0.0981071,0.102869,0.0934394,0.0927024,0.0934438,0.0765128,0.0797863,0.0864875,0.0866097,0.0856212,0.110512,0.108944,0.0827568,0.10002,0.096333,0.0950417,0.0800867,0.0741766
0.093999,0.0705593,0.0567484,0.0464615,0.0662336,0.100005,0.0698793,0.0504084,0.0736247,0.0447182,0.0515613,0.0387932,0.0615482,0.0675762,0.0508985,0.051979,0.0887925,0.0649536,0.096277,0.0894465,0.0816838,0.0806873,0.0686268,0.0743243,0.0680447,0.0651638,0.067566,0.0818471,0.0877043,0.103736,0.0814143,0.089669,0.0693197,0.0857116,0.0688579,0.0592764
0.0884399,0.0684335,0.0624368,0.0577947,0.0818202,0.100257,0.0800787,0.0441431,0.0591655,0.0620889,0.0522422,0.0414354,0.069673,0.0628138,0.0614274,0.0495139,0.0846186,0.0693571,0.0718122,0.0597992,0.0664447,0.0614226,0.0683315,0.0592881,0.0468337,0.0579027,0.0461617,0.0683909,0.076261,0.0848232,0.0584312,0.0781054,0.0601221,0.0565804,0.0588151,0.0567337
0.055436,0.0389884,0.0489979,0.0520574,0.0661797,0.0794809,0.0604645,0.0468193,0.0529707,0.0422456,0.0274909,0.0384108,0.0573488,0.060669,0.0417523,0.0506199,0.0813545,0.0713927,0.0587471,0.0502223,0.062293,0.056274,0.0699129,0.0408294,0.0535158,0.0512915,0.042028,0.0538203,0.0705053,0.0731015,0.0526497,0.0691427,0.0476778,0.068355,0.0572219,0.0350509
