V05[1.2],V05[1.2],V05[1.2],V05[1.2],V05[1.2],V05[1.2],V05[1.2],V06[7.8],V06[7.8],V06[7.8],V06[7.8],V06[7.8],V06[7.8],V06[7.8],V08[6.9],V08[6.9],V08[6.9],V08[6.9],V08[6.9],V08[6.9],V08[6.9],V12[11.9],V12[11.9],V12[11.9],V12[11.9],V12[11.9],V12[11.9],V12[11.9],V16[6.0],V16[6.0],V16[6.0],V16[6.0],V16[6.0],V16[6.0],V16[6.0],V20[5.7],V20[5.7],V20[5.7],V20[5.7],V20[5.7],V20[5.7],V20[5.7],V24[5.5],V24[5.5],V24[5.5],V24[5.5],V24[5.5],V24[5.5],V24[5.5],V27[1.7],V27[1.7],V27[1.7],V27[1.7],V27[1.7],V27[1.7],V27[1.7],N05[1.8],N05[1.8],N05[1.8],N05[1.8],N05[1.8],N05[1.8],N05[1.8],N06[5.2],N06[5.2],N06[5.2],N06[5.2],N06[5.2],N06[5.2],N06[5.2],N08[6.5],N08[6.5],N08[6.5],N08[6.5],N08[6.5],N08[6.5],N08[6.5],N12[7.0],N12[7.0],N12[7.0],N12[7.0],N12[7.0],N12[7.0],N12[7.0],N16[9.0],N16[9.0],N16[9.0],N16[9.0],N16[9.0],N16[9.0],N16[9.0],N20[10.5],N20[10.5],N20[10.5],N20[10.5],N20[10.5],N20[10.5],N20[10.5],N24[16.7],N24[16.7],N24[16.7],N24[16.7],N24[16.7],N24[16.7],N24[16.7],N28[3.6],N28[3.6],N28[3.6],N28[3.6],N28[3.6],N28[3.6],N28[3.6],S06[1.4],S06[1.4],S06[1.4],S06[1.4],S06[1.4],S06[1.4],S06[1.4],S07[6.5],S07[6.5],S07[6.5],S07[6.5],S07[6.5],S07[6.5],S07[6.5],S09[8.1],S09[8.1],S09[8.1],S09[8.1],S09[8.1],S09[8.1],S09[8.1],S13[10.3],S13[10.3],S13[10.3],S13[10.3],S13[10.3],S13[10.3],S13[10.3],S17[19.0],S17[19.0],S17[19.0],S17[19.0],S17[19.0],S17[19.0],S17[19.0],S21[11.2],S21[11.2],S21[11.2],S21[11.2],S21[11.2],S21[11.2],S21[11.2],S25[12.2],S25[12.2],S25[12.2],S25[12.2],S25[12.2],S25[12.2],S25[12.2],S29[4.9],S29[4.9],S29[4.9],S29[4.9],S29[4.9],S29[4.9],S29[4.9]
"0,178654","0,190201","0,206311","0,23926","0,231352","0,222115","0,215685","0,206646","0,185819","0,216745","0,182962","0,175112","0,181513","0,20648","0,191136","0,186694","0,232395","0,181172","0,195886","0,230756","0,201732","0,186441","0,164929","0,178539","0,200512","0,180609","0,163662","0,181614","0,211693","0,200314","0,208022","0,170791","0,200692","0,25506","0,232708","0,250448","0,220094","0,243815","0,232145","0,228211","0,258495","0,237247","0,231066","0,224204","0,219875","0,19455","0,209933","0,219721","0,225946","0,146466","0,165019","0,157203","0,151547","0,166744","0,195972","0,186069","0,148551","0,0919872","0,136612","0,113974","0,119236","0,119206","0,14389","0,242205","0,216697","0,192726","0,165223","0,155115","0,212476","0,217554","0,180337","0,164843","0,164681","0,172928","0,19718","0,165427","0,200165","0,213148","0,195794","0,220428","0,200103","0,206175","0,222154","0,205952","0,200743","0,219569","0,187363","0,187913","0,197997","0,199629","0,218241","0,18111","0,181114","0,140508","0,179994","0,200261","0,199639","0,209014","0,213613","0,204231","0,207564","0,183396","0,230621","0,183927","0,211885","0,171537","0,174334","0,154062","0,173241","0,1319","0,165799","0,133579","0,18184","0,192792","0,21297","0,196326","0,173224","0,187262","0,153548","0,21877","0,225179","0,213162","0,216338","0,203049","0,19529","0,205571","0,156527","0,116133","0,169512","0,175957","0,153219","0,183958","0,175567","0,171972","0,196915","0,212385","0,214399","0,243097","0,226635","0,230363","0,195075","0,18276","0,190302","0,163278","0,185323","0,169904","0,158713","0,215465","0,222271","0,231343","0,206971","0,242072","0,246212","0,239317","0,172489","0,163042","0,192768","0,179608","0,177235","0,169096","0,214764","0,155692","0,142786","0,169001","0,131865","0,146822","0,159636","0,127817"
"0,199001","0,200978","0,24648","0,222864","0,192485","0,227599","0,22572","0,193207","0,164652","0,190293","0,139954","0,164928","0,159989","0,192182","0,202367","0,178375","0,172282","0,162712","0,180134","0,184329","0,182812","0,202357","0,182133","0,179953","0,195973","0,176461","0,170279","0,174176","0,262478","0,274436","0,254549","0,236466","0,217064","0,242611","0,261969","0,231686","0,219942","0,235772","0,239935","0,208894","0,235639","0,229701","0,210046","0,227114","0,249573","0,217165","0,216174","0,24135","0,230676","0,120326","0,169091","0,185728","0,170435","0,13388","0,156554","0,153687","0,177752","0,154716","0,167421","0,164093","0,151225","0,165298","0,18381","0,171555","0,171886","0,183161","0,154012","0,158607","0,166546","0,18198","0,159177","0,146135","0,194363","0,164538","0,179952","0,172016","0,198167","0,218357","0,21463","0,198998","0,201444","0,212593","0,229927","0,170458","0,236613","0,215697","0,2363","0,251567","0,231175","0,237034","0,221415","0,196966","0,248667","0,206112","0,203254","0,202605","0,191767","0,231016","0,210642","0,187667","0,217692","0,18875","0,198433","0,177951","0,172406","0,191032","0,174274","0,172396","0,201039","0,192212","0,197932","0,192722","0,194258","0,175715","0,202688","0,197185","0,185105","0,208204","0,172133","0,214088","0,199248","0,182549","0,233556","0,191598","0,211988","0,204272","0,154722","0,117241","0,147504","0,164956","0,159476","0,159991","0,185667","0,192705","0,190351","0,207117","0,199719","0,213147","0,227986","0,202472","0,199934","0,203871","0,1663","0,188284","0,189666","0,166084","0,194631","0,188175","0,181497","0,203964","0,207444","0,225283","0,201462","0,192241","0,153835","0,125736","0,205423","0,185833","0,16098","0,200462","0,17933","0,164672","0,181605","0,20072","0,143923","0,169855","0,169783","0,163157"
"0,168337","0,139166","0,190135","0,18268","0,165805","0,169725","0,195558","0,180508","0,196254","0,186041","0,213199","0,17492","0,169704","0,251351","0,243388","0,228971","0,196641","0,195637","0,206269","0,202672","0,219424","0,171413","0,196127","0,169236","0,200735","0,208814","0,226476","0,204735","0,204189","0,246859","0,201061","0,235596","0,237959","0,25863","0,257971","0,200998","0,260449","0,261966","0,250183","0,234903","0,2443","0,220042","0,168664","0,187817","0,192139","0,206292","0,193811","0,184723","0,184114","0,153874","0,139285","0,148224","0,186051","0,174729","0,175017","0,189945","0,163907","0,213464","0,171169","0,166838","0,201656","0,159407","0,223098","0,225758","0,218485","0,198377","0,206592","0,22747","0,236364","0,221778","0,173299","0,173003","0,197567","0,158124","0,205049","0,230906","0,206542","0,213715","0,162368","0,203075","0,199438","0,203747","0,199764","0,205032","0,221473","0,253533","0,257719","0,219","0,175394","0,219768","0,212529","0,185159","0,202762","0,175786","0,183102","0,217941","0,187175","0,189409","0,184223","0,197949","0,160973","0,207025","0,193666","0,205575","0,177336","0,132801","0,196754","0,174145","0,156973","0,208787","0,18593","0,167288","0,210647","0,236386","0,234584","0,22016","0,239539","0,206758","0,216826","0,215945","0,228942","0,261888","0,286463","0,259711","0,234877","0,248136","0,182577","0,195328","0,182816","0,189799","0,213826","0,218681","0,227207","0,190056","0,200406","0,170592","0,205532","0,178746","0,216368","0,21889","0,213029","0,177681","0,198499","0,228738","0,226121","0,207574","0,207149","0,192174","0,200004","0,177097","0,194818","0,204908","0,190967","0,182947","0,114283","0,151561","0,167423","0,183899","0,122639","0,16045","0,153922","0,176399","0,184934","0,154696","0,200317","0,168255","0,215903","0,227994"
"0,194796","0,209905","0,158779","0,193651","0,162766","0,195219","0,165891","0,182476","0,190954","0,213335","0,207402","0,206724","0,243384","0,217729","0,235498","0,21681","0,224973","0,242357","0,227386","0,228369","0,265094","0,205572","0,236976","0,187779","0,213079","0,205756","0,260792","0,242632","0,210006","0,227238","0,221269","0,251447","0,240599","0,21953","0,216504","0,206792","0,207976","0,217157","0,200648","0,24094","0,212911","0,216072","0,236496","0,186255","0,169542","0,234848","0,218598","0,221322","0,229465","0,159033","0,187127","0,174769","0,194334","0,187836","0,189898","0,203714","0,149563","0,161446","0,166518","0,192082","0,174015","0,175353","0,164781","0,191693","0,224387","0,203174","0,249036","0,217108","0,200789","0,222453","0,211857","0,23863","0,25118","0,21569","0,265492","0,26023","0,239942","0,216611","0,206122","0,215805","0,202851","0,213963","0,215525","0,261592","0,207885","0,245476","0,233254","0,245094","0,203837","0,187397","0,206883","0,187356","0,202455","0,220685","0,20889","0,195287","0,210726","0,196815","0,191356","0,198868","0,229996","0,218404","0,184386","0,225242","0,198177","0,166461","0,148903","0,157743","0,14285","0,166827","0,143698","0,175955","0,216689","0,188049","0,219125","0,206497","0,211081","0,214375","0,195032","0,204484","0,226857","0,258926","0,219563","0,238158","0,23775","0,231183","0,210919","0,192569","0,209277","0,222995","0,212151","0,217949","0,2088","0,158434","0,210755","0,170134","0,209094","0,168847","0,219792","0,196461","0,182361","0,166859","0,217839","0,233885","0,250004","0,251823","0,26277","0,194946","0,20385","0,193492","0,17111","0,205082","0,194568","0,200743","0,191571","0,206663","0,208111","0,209052","0,171971","0,210745","0,167015","0,11725","0,178923","0,1323","0,179153","0,162942","0,179813","0,173213"
"0,166325","0,227339","0,177349","0,191091","0,206034","0,186998","0,195795","0,193381","0,202677","0,187526","0,210712","0,226406","0,23408","0,234749","0,179253","0,142337","0,171259","0,152406","0,151732","0,175207","0,181583","0,211014","0,188232","0,149407","0,207416","0,217299","0,170054","0,209851","0,193431","0,199257","0,196322","0,214762","0,202375","0,218405","0,21304","0,187873","0,166837","0,171744","0,183144","0,189577","0,190127","0,224828","0,238558","0,197011","0,206363","0,208388","0,206542","0,206189","0,192457","0,189873","0,147957","0,198138","0,179679","0,179662","0,151786","0,164231","0,199041","0,194637","0,196094","0,236139","0,197159","0,192297","0,168298","0,213982","0,205713","0,208221","0,225702","0,227478","0,221324","0,215281","0,23601","0,233813","0,20523","0,203626","0,221771","0,238012","0,216809","0,230456","0,249573","0,227832","0,265328","0,283224","0,248036","0,254468","0,189729","0,154297","0,228133","0,190868","0,185253","0,172418","0,205235","0,185721","0,175338","0,191995","0,213844","0,167748","0,190023","0,207229","0,184706","0,187667","0,205699","0,19371","0,171451","0,20026","0,1951","0,156726","0,164242","0,149422","0,161662","0,161812","0,179584","0,170216","0,132172","0,143747","0,155014","0,147607","0,163081","0,173744","0,151029","0,243817","0,22653","0,23972","0,212115","0,268066","0,2003","0,221808","0,195483","0,195206","0,204365","0,232665","0,223795","0,234792","0,215927","0,176352","0,176847","0,208473","0,175294","0,153556","0,191936","0,214231","0,165951","0,159177","0,20445","0,203628","0,205711","0,212139","0,214399","0,239792","0,216208","0,23407","0,205585","0,268648","0,245039","0,239887","0,190451","0,166635","0,167634","0,180757","0,164959","0,168062","0,220369","0,13429","0,13681","0,125844","0,117827","0,166204","0,153181","0,133303"
"0,137039","0,207622","0,183176","0,166735","0,220028","0,195152","0,191482","0,194616","0,20231","0,171486","0,171291","0,200572","0,202599","0,174121","0,179626","0,164204","0,199683","0,175403","0,161417","0,20478","0,172253","0,246105","0,21749","0,209058","0,204754","0,266971","0,203987","0,225621","0,192165","0,192821","0,220585","0,218131","0,181861","0,229767","0,184266","0,238021","0,179076","0,229719","0,216127","0,233486","0,2281","0,244757","0,206333","0,190295","0,200983","0,19849","0,209909","0,219336","0,213904","0,142377","0,154387","0,18431","0,145894","0,159369","0,152367","0,166928","0,191425","0,1281","0,204989","0,18319","0,162015","0,174174","0,17516","0,237965","0,229339","0,203986","0,243798","0,221029","0,229923","0,19472","0,23892","0,192246","0,236186","0,182702","0,242528","0,196941","0,238573","0,182093","0,218036","0,200092","0,195214","0,200039","0,233678","0,230134","0,246897","0,214074","0,224766","0,200236","0,236014","0,208837","0,226515","0,195671","0,202119","0,197208","0,209047","0,163816","0,220897","0,22996","0,152341","0,153315","0,19112","0,143936","0,174926","0,165609","0,199969","0,217371","0,179244","0,194203","0,181705","0,196249","0,185373","0,167614","0,143326","0,18134","0,17855","0,180707","0,192101","0,191752","0,208842","0,195207","0,192458","0,180624","0,178993","0,201609","0,203554","0,200519","0,156554","0,144662","0,19949","0,183602","0,17256","0,197106","0,199577","0,176708","0,144226","0,185307","0,19768","0,194191","0,161165","0,199605","0,172027","0,14076","0,175353","0,187574","0,174971","0,183506","0,172238","0,170802","0,202817","0,227424","0,208858","0,221557","0,179638","0,20418","0,20124","0,176597","0,185268","0,190545","0,185499","0,175865","0,215461","0,172436","0,186587","0,184247","0,143324","0,151159","0,1683","0,162358"
"0,210617","0,226652","0,207357","0,187816","0,200503","0,237168","0,208683","0,172368","0,164865","0,187356","0,15373","0,150162","0,17859","0,15569","0,223962","0,194906","0,196124","0,202103","0,218111","0,25353","0,222592","0,219949","0,174972","0,205501","0,180506","0,181203","0,166247","0,183427","0,210035","0,239843","0,248849","0,199076","0,213978","0,225451","0,244984","0,224324","0,199828","0,226697","0,224032","0,228923","0,236925","0,229328","0,18274","0,22265","0,203656","0,165607","0,175543","0,167984","0,204338","0,154114","0,159721","0,17526","0,157521","0,166922","0,188816","0,171788","0,158719","0,140235","0,184704","0,151668","0,128899","0,166347","0,185864","0,247069","0,230459","0,234487","0,225835","0,193342","0,230966","0,218877","0,167358","0,153853","0,173555","0,163289","0,186015","0,135288","0,177655","0,18482","0,193301","0,182799","0,212214","0,168552","0,223758","0,23848","0,206771","0,18209","0,190674","0,163362","0,213087","0,175486","0,194358","0,1884","0,189857","0,187766","0,202711","0,173629","0,214166","0,165747","0,180676","0,187844","0,215666","0,163379","0,21759","0,178823","0,218572","0,145931","0,135339","0,146038","0,144539","0,1459","0,14542","0,122739","0,206637","0,198412","0,177936","0,182316","0,183977","0,218083","0,176118","0,236608","0,241183","0,209892","0,267512","0,211591","0,22813","0,248494","0,142945","0,156903","0,15384","0,157426","0,201826","0,166546","0,194028","0,186467","0,162745","0,196489","0,22253","0,186685","0,220034","0,214454","0,159242","0,183604","0,158876","0,161743","0,180581","0,176837","0,180354","0,164349","0,178384","0,19979","0,206361","0,181502","0,189329","0,204314","0,170629","0,159649","0,180843","0,182656","0,146365","0,190987","0,184733","0,162728","0,168739","0,176754","0,152431","0,166064","0,199708","0,169851"
"0,182114","0,185615","0,198783","0,167461","0,199563","0,204761","0,179274","0,200987","0,158471","0,202519","0,205585","0,18295","0,175994","0,198159","0,190435","0,150627","0,15615","0,184596","0,1961","0,207667","0,195405","0,202612","0,186315","0,201763","0,205455","0,189086","0,179072","0,182158","0,185279","0,220823","0,198219","0,185633","0,226133","0,238762","0,252833","0,223774","0,245145","0,237121","0,263998","0,249471","0,279506","0,236129","0,150865","0,195382","0,169521","0,203832","0,18207","0,187152","0,214994","0,163738","0,166781","0,163609","0,194685","0,182587","0,216707","0,191261","0,145509","0,156713","0,152684","0,14069","0,161213","0,169704","0,186976","0,259971","0,24537","0,240699","0,24058","0,233099","0,229097","0,269496","0,181181","0,165357","0,191083","0,161384","0,180791","0,176494","0,211152","0,213391","0,186159","0,199794","0,194727","0,207222","0,229423","0,174687","0,214069","0,252053","0,237602","0,246537","0,222644","0,222707","0,211337","0,199899","0,217332","0,192449","0,193534","0,216077","0,196372","0,203906","0,223718","0,21178","0,190614","0,207566","0,214983","0,177021","0,192147","0,153928","0,162203","0,134003","0,186396","0,180992","0,167036","0,166134","0,189846","0,192004","0,209021","0,206998","0,236129","0,179316","0,185485","0,191135","0,22092","0,236056","0,249773","0,240872","0,206343","0,210854","0,19468","0,175688","0,177601","0,195861","0,21139","0,221466","0,216387","0,227496","0,22247","0,193853","0,244298","0,191007","0,231954","0,262418","0,164354","0,156392","0,164378","0,211547","0,205132","0,20777","0,200975","0,20468","0,197427","0,180799","0,217972","0,215977","0,214675","0,204918","0,137803","0,16123","0,160412","0,15533","0,144998","0,157352","0,13781","0,141875","0,138311","0,120928","0,169812","0,140116","0,174379","0,148151"
"0,176538","0,157488","0,175629","0,144227","0,157114","0,165604","0,140513","0,197972","0,18846","0,208239","0,196076","0,189458","0,188746","0,214866","0,247505","0,204413","0,209954","0,206793","0,222805","0,216773","0,247643","0,191779","0,210026","0,185777","0,188208","0,175836","0,213906","0,20441","0,223962","0,266674","0,243421","0,23668","0,253856","0,244693","0,25997","0,178855","0,24256","0,202543","0,234534","0,235607","0,235881","0,209629","0,162285","0,15139","0,15335","0,164531","0,156665","0,196949","0,177646","0,134108","0,153681","0,156349","0,186833","0,158179","0,177876","0,144446","0,139583","0,182566","0,118895","0,156092","0,136203","0,15991","0,144205","0,189624","0,220369","0,215301","0,234214","0,213132","0,206727","0,228595","0,181845","0,160218","0,197867","0,185488","0,20016","0,217765","0,223278","0,228797","0,194219","0,2162","0,191949","0,201731","0,202748","0,221386","0,218908","0,223003","0,20897","0,25354","0,205113","0,205876","0,185566","0,204143","0,222543","0,201954","0,205289","0,233268","0,205881","0,200918","0,220343","0,222057","0,189707","0,210891","0,213819","0,205718","0,210033","0,163003","0,163276","0,18373","0,148725","0,171674","0,153477","0,204791","0,165153","0,199205","0,186852","0,182413","0,19371","0,174384","0,191896","0,19739","0,236358","0,215901","0,228861","0,225444","0,209619","0,244424","0,203744","0,171096","0,176492","0,238921","0,237557","0,220954","0,228197","0,191776","0,208483","0,215189","0,206535","0,178892","0,182524","0,245016","0,208902","0,223514","0,21544","0,221054","0,230991","0,24015","0,259147","0,212466","0,218332","0,193281","0,198506","0,215967","0,188241","0,20555","0,126406","0,164657","0,136984","0,161308","0,134313","0,156297","0,170978","0,131034","0,139687","0,115368","0,134594","0,151032","0,144724","0,141215"
"0,225753","0,209372","0,189567","0,209754","0,157614","0,18842","0,174297","0,192605","0,189641","0,191933","0,177072","0,205757","0,222216","0,215588","0,183282","0,17612","0,205629","0,18008","0,176673","0,163103","0,183707","0,232489","0,226297","0,206216","0,239831","0,223626","0,237166","0,273406","0,16854","0,211769","0,210825","0,231836","0,221482","0,207457","0,23617","0,191496","0,228006","0,209766","0,190252","0,216125","0,172634","0,195339","0,237322","0,185588","0,19579","0,224508","0,184789","0,215256","0,197354","0,177899","0,162138","0,177221","0,157241","0,156673","0,154982","0,167458","0,209719","0,214001","0,174096","0,198216","0,23681","0,230213","0,19777","0,233832","0,232809","0,223409","0,241682","0,274409","0,255807","0,225235","0,19407","0,193433","0,200502","0,173441","0,175648","0,21487","0,200593","0,225797","0,187034","0,231614","0,220704","0,268855","0,244434","0,214539","0,21908","0,206182","0,224016","0,244605","0,191799","0,209799","0,207968","0,202714","0,197325","0,179034","0,199994","0,214184","0,212964","0,197651","0,203253","0,208177","0,207299","0,218535","0,24488","0,223079","0,218848","0,154321","0,201551","0,181156","0,136384","0,175772","0,165176","0,184473","0,151831","0,126797","0,171434","0,143916","0,162771","0,170486","0,171275","0,212352","0,206924","0,21718","0,211671","0,248436","0,233218","0,230338","0,188095","0,183935","0,211074","0,195415","0,223937","0,206548","0,236946","0,1647","0,180377","0,211252","0,205556","0,233084","0,200472","0,222294","0,180066","0,158037","0,175858","0,180075","0,20621","0,21267","0,200045","0,220485","0,219129","0,184856","0,173246","0,213825","0,217734","0,199023","0,188346","0,204911","0,197084","0,189613","0,220004","0,198615","0,234176","0,155232","0,170983","0,16586","0,16675","0,170389","0,153204","0,148578"
"0,196352","0,216063","0,17373","0,20502","0,179648","0,197805","0,226283","0,182593","0,213249","0,193877","0,200824","0,176569","0,223715","0,198109","0,184389","0,163277","0,169255","0,14165","0,155825","0,195318","0,200239","0,193569","0,222517","0,208835","0,185672","0,243673","0,223948","0,241772","0,177171","0,175407","0,188124","0,222846","0,247013","0,193715","0,207175","0,176497","0,178515","0,152781","0,170822","0,15706","0,187271","0,200653","0,215607","0,18579","0,18898","0,196935","0,205019","0,214262","0,202519","0,167629","0,149183","0,189752","0,173958","0,172434","0,165569","0,18696","0,152962","0,152363","0,171691","0,192839","0,156287","0,178286","0,156267","0,212556","0,241334","0,234573","0,211736","0,219303","0,249794","0,214373","0,23207","0,235243","0,213706","0,208976","0,221602","0,227432","0,21268","0,212055","0,213868","0,215389","0,228277","0,239701","0,210708","0,230938","0,215027","0,211433","0,227932","0,175422","0,229333","0,187405","0,191698","0,189378","0,161989","0,197044","0,235039","0,203256","0,199386","0,188567","0,183686","0,222965","0,221624","0,227128","0,191152","0,223378","0,245823","0,197807","0,178309","0,156768","0,16172","0,182808","0,182537","0,17302","0,17676","0,182388","0,15253","0,164199","0,157867","0,181881","0,163318","0,209277","0,234128","0,232776","0,20724","0,221621","0,214082","0,217381","0,144967","0,123439","0,173091","0,163356","0,151893","0,161188","0,205469","0,19517","0,186294","0,202301","0,204398","0,210758","0,204383","0,218686","0,176785","0,156851","0,161497","0,175147","0,190657","0,186368","0,174936","0,1877","0,195804","0,211868","0,182166","0,204279","0,180173","0,203177","0,170354","0,162648","0,175028","0,141872","0,189985","0,192772","0,208568","0,161429","0,173639","0,201274","0,154577","0,137852","0,179543","0,165621"
"0,198573","0,19588","0,195738","0,191751","0,205944","0,19598","0,205853","0,182486","0,183122","0,168805","0,178629","0,157702","0,17576","0,158263","0,187311","0,18369","0,191788","0,16965","0,184531","0,22606","0,178622","0,227781","0,198675","0,197445","0,20433","0,230893","0,189047","0,192947","0,226247","0,207403","0,224927","0,241886","0,194864","0,209962","0,189638","0,250894","0,216047","0,247719","0,224779","0,241787","0,273502","0,266316","0,190366","0,20752","0,153865","0,175731","0,217571","0,184585","0,181981","0,147213","0,151021","0,205246","0,168445","0,172593","0,133599","0,134162","0,177575","0,164179","0,220298","0,158818","0,182004","0,201085","0,144851","0,212488","0,225074","0,208347","0,222542","0,201802","0,20384","0,215263","0,169101","0,205756","0,189437","0,192841","0,212514","0,165568","0,201158","0,200091","0,210515","0,214887","0,224283","0,200223","0,218196","0,256659","0,213505","0,203395","0,195067","0,172665","0,19599","0,190935","0,210179","0,216374","0,186676","0,224272","0,233854","0,186428","0,194241","0,236287","0,189728","0,196289","0,231318","0,191956","0,201297","0,205144","0,223072","0,184059","0,177006","0,13242","0,201904","0,178389","0,187715","0,181548","0,200607","0,213287","0,208236","0,200605","0,212939","0,216893","0,187944","0,239772","0,254711","0,240382","0,260698","0,247088","0,244323","0,240664","0,150026","0,132101","0,157808","0,173917","0,206287","0,170699","0,176628","0,192951","0,189515","0,217894","0,205671","0,216664","0,223711","0,213117","0,195725","0,173297","0,156417","0,205945","0,194838","0,193394","0,204026","0,174916","0,199017","0,202188","0,194386","0,197719","0,192875","0,195132","0,140232","0,124133","0,188808","0,144225","0,12759","0,153987","0,158812","0,161671","0,168009","0,174174","0,170515","0,170556","0,158489","0,171098"
"0,195528","0,191102","0,188822","0,211697","0,24927","0,208478","0,229281","0,169258","0,195773","0,178502","0,183471","0,163067","0,199968","0,145994","0,198405","0,192196","0,209169","0,188085","0,168592","0,239712","0,191848","0,222806","0,17454","0,20905","0,202094","0,187564","0,183502","0,187237","0,21161","0,248347","0,2234","0,208236","0,198811","0,251179","0,227206","0,218123","0,19048","0,213265","0,240266","0,213698","0,248815","0,236523","0,185481","0,267386","0,195676","0,199634","0,238626","0,236066","0,208426","0,165368","0,16455","0,170118","0,160025","0,161872","0,201456","0,176557","0,161701","0,140946","0,174206","0,158054","0,156471","0,210833","0,190458","0,217101","0,184893","0,208966","0,187796","0,201987","0,201701","0,181738","0,214534","0,153502","0,1619","0,195746","0,196344","0,17104","0,216482","0,257234","0,244533","0,233784","0,236845","0,22865","0,284842","0,235032","0,192005","0,192072","0,210559","0,176184","0,197824","0,215119","0,251829","0,24698","0,223463","0,226794","0,226233","0,223065","0,258677","0,224516","0,199072","0,188742","0,182277","0,15931","0,206091","0,183984","0,226201","0,156751","0,127208","0,152495","0,175546","0,148407","0,151054","0,142279","0,179871","0,167895","0,194759","0,194313","0,200848","0,182205","0,189583","0,201888","0,227943","0,239692","0,235828","0,234443","0,206512","0,230475","0,195005","0,200667","0,185029","0,218134","0,244628","0,241179","0,232524","0,188421","0,208417","0,201141","0,188406","0,199356","0,19897","0,232415","0,211211","0,198625","0,192087","0,226751","0,229413","0,21703","0,229754","0,200041","0,244955","0,223121","0,22445","0,239626","0,23281","0,220088","0,200833","0,191649","0,194314","0,195156","0,215343","0,187206","0,190492","0,140954","0,132987","0,135977","0,145545","0,144679","0,175449","0,158792"
"0,223708","0,183597","0,242596","0,247619","0,218573","0,258447","0,230926","0,202345","0,184566","0,214647","0,167796","0,183681","0,215844","0,211838","0,209639","0,196434","0,207286","0,171093","0,197827","0,207463","0,214948","0,219247","0,193113","0,221889","0,203058","0,191375","0,195749","0,174503","0,221781","0,25136","0,250392","0,248178","0,235118","0,249154","0,26717","0,238575","0,291541","0,26296","0,288223","0,281895","0,283903","0,281372","0,163938","0,226852","0,206454","0,190084","0,183922","0,229635","0,215448","0,170213","0,180394","0,166839","0,200382","0,171052","0,210415","0,15702","0,152128","0,172681","0,167898","0,165922","0,16602","0,1931","0,220604","0,232822","0,216166","0,208618","0,201265","0,220757","0,229189","0,239516","0,16642","0,174701","0,184423","0,180109","0,208088","0,206086","0,171972","0,234248","0,205377","0,218396","0,219135","0,208277","0,238232","0,232227","0,227093","0,208199","0,232042","0,243229","0,235654","0,220454","0,220638","0,210433","0,230318","0,222309","0,200494","0,233894","0,209611","0,223811","0,190007","0,202082","0,184726","0,172539","0,225134","0,196477","0,176225","0,149015","0,163286","0,146115","0,180282","0,163865","0,151806","0,171906","0,193202","0,171676","0,185775","0,16873","0,214598","0,162032","0,188829","0,23345","0,224362","0,256154","0,240899","0,261266","0,22368","0,2507","0,239531","0,191004","0,195506","0,240985","0,25774","0,262476","0,248075","0,201425","0,205369","0,186625","0,203334","0,166307","0,195249","0,208973","0,183479","0,210184","0,212193","0,242738","0,230664","0,223952","0,24141","0,238653","0,226306","0,210528","0,22949","0,244068","0,266471","0,250422","0,219417","0,221883","0,225005","0,251002","0,241521","0,198999","0,243711","0,166246","0,176456","0,145681","0,194962","0,196291","0,186667","0,165972"
"0,215018","0,19833","0,19376","0,186027","0,205721","0,207079","0,211184","0,178908","0,183005","0,22341","0,203462","0,199103","0,209122","0,226703","0,247709","0,199599","0,215396","0,202705","0,202831","0,216233","0,242687","0,229217","0,229211","0,219584","0,238317","0,214034","0,239636","0,230674","0,209001","0,232916","0,212455","0,223355","0,221947","0,252673","0,245859","0,209404","0,264796","0,236995","0,244586","0,233947","0,231464","0,222403","0,195648","0,165152","0,203186","0,202261","0,212854","0,197723","0,200103","0,178866","0,172306","0,168193","0,195574","0,171442","0,179318","0,206809","0,181703","0,20095","0,155401","0,182994","0,188084","0,195057","0,202356","0,251166","0,246761","0,237396","0,222696","0,24098","0,272224","0,251625","0,168805","0,191587","0,221012","0,198528","0,220869","0,248406","0,192711","0,235593","0,189005","0,218127","0,20528","0,215089","0,221029","0,221345","0,209958","0,23681","0,245383","0,260488","0,18711","0,203895","0,214934","0,172544","0,228252","0,179172","0,206873","0,207178","0,202999","0,20683","0,236176","0,221811","0,209615","0,204218","0,23105","0,248258","0,235979","0,175905","0,221938","0,17915","0,177085","0,189161","0,177997","0,179185","0,216563","0,15139","0,190256","0,195165","0,20632","0,212119","0,198488","0,238317","0,266656","0,24057","0,22497","0,278916","0,253136","0,254909","0,177464","0,172183","0,209321","0,201995","0,21616","0,213713","0,219513","0,192804","0,182303","0,207824","0,193283","0,224523","0,21546","0,2224","0,16932","0,143649","0,197218","0,181562","0,191596","0,179937","0,188114","0,203639","0,218415","0,218406","0,211086","0,226583","0,211872","0,200505","0,168131","0,178226","0,172515","0,19297","0,196888","0,164573","0,203507","0,192356","0,181885","0,182776","0,164679","0,180264","0,195778","0,175378"
